n {0,0},{0,1} {0,0},{1,0} {0,0},{1,0} {0,0},{1,1} {1,1},{2,1} 
i 0 8 1 9 26 51 
i 4 0 3 1 10 27 
i 5 7 0 8 9 26 
i 17 5 4 0 1 10 
i 38 18 17 5 0 1 
i 67 39 38 18 5 0 
i 0 4 5 17 38 67 
i 8 0 7 5 18 39 
i 1 3 0 4 17 38 
i 9 1 8 0 5 18 
i 26 10 9 1 0 5 
i 51 27 26 10 1 0 
i 0 6 5 19 40 69 
i 2 0 3 5 18 39 
i 1 7 0 6 19 40 
i 11 1 2 0 5 18 
i 28 10 11 1 0 5 
i 53 27 28 10 1 0 
i 0 2 1 11 28 53 
i 6 0 7 1 10 27 
i 5 3 0 2 11 28 
i 19 5 6 0 1 10 
i 40 18 19 5 0 1 
i 69 39 40 18 5 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,3},{1,2} {1,1},{1,2} 
i 0 8 1 9 52 26 
i 4 0 3 1 28 10 
i 5 7 0 8 27 9 
i 17 5 4 0 11 1 
i 68 40 39 19 0 6 
i 38 18 17 5 2 0 
i 0 4 5 17 68 38 
i 8 0 7 5 40 18 
i 1 3 0 4 39 17 
i 9 1 8 0 19 5 
i 52 28 27 11 0 2 
i 26 10 9 1 6 0 
i 0 6 5 19 68 40 
i 2 0 3 5 38 18 
i 1 7 0 6 39 19 
i 11 1 2 0 17 5 
i 52 26 27 9 0 8 
i 28 10 11 1 4 0 
i 0 2 1 11 52 28 
i 6 0 7 1 26 10 
i 5 3 0 2 27 11 
i 19 5 6 0 9 1 
i 68 38 39 17 0 4 
i 40 18 19 5 8 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,2},{1,2} {1,1},{1,2} 
i 0 8 1 9 27 26 
i 4 0 3 1 11 10 
i 5 7 0 8 10 9 
i 17 5 4 0 2 1 
i 39 19 18 6 0 7 
i 38 18 17 5 3 0 
i 0 4 5 17 39 38 
i 8 0 7 5 19 18 
i 1 3 0 4 18 17 
i 9 1 8 0 6 5 
i 27 11 10 2 0 3 
i 26 10 9 1 7 0 
i 0 6 5 19 39 40 
i 2 0 3 5 17 18 
i 1 7 0 6 18 19 
i 11 1 2 0 4 5 
i 27 9 10 8 0 7 
i 28 10 11 1 3 0 
i 0 2 1 11 27 28 
i 6 0 7 1 9 10 
i 5 3 0 2 10 11 
i 19 5 6 0 8 1 
i 39 17 18 4 0 3 
i 40 18 19 5 7 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,1},{1,2} {1,1},{1,2} 
i 0 8 1 9 10 26 
i 4 0 3 1 2 10 
i 5 7 0 8 1 9 
i 17 5 4 0 3 1 
i 18 6 5 7 0 8 
i 38 18 17 5 4 0 
i 0 4 5 17 18 38 
i 8 0 7 5 6 18 
i 1 3 0 4 5 17 
i 9 1 8 0 7 5 
i 10 2 1 3 0 4 
i 26 10 9 1 8 0 
i 0 6 5 19 18 40 
i 2 0 3 5 4 18 
i 1 7 0 6 5 19 
i 11 1 2 0 3 5 
i 10 8 1 7 0 6 
i 28 10 11 1 2 0 
i 0 2 1 11 10 28 
i 6 0 7 1 8 10 
i 5 3 0 2 1 11 
i 19 5 6 0 7 1 
i 18 4 5 3 0 2 
i 40 18 19 5 6 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {1,1},{1,2} {1,2},{2,1} 
i 0 8 1 9 26 24 
i 4 0 3 1 10 8 
i 5 7 0 8 9 23 
i 17 5 4 0 1 7 
i 38 18 17 5 0 6 
i 16 4 15 3 2 0 
i 0 4 5 17 38 16 
i 8 0 7 5 18 4 
i 1 3 0 4 17 15 
i 9 1 8 0 5 3 
i 26 10 9 1 0 2 
i 24 8 23 7 6 0 
i 0 6 5 19 40 20 
i 2 0 3 5 18 6 
i 1 7 0 6 19 21 
i 11 1 2 0 5 7 
i 28 10 11 1 0 8 
i 12 2 13 3 4 0 
i 0 2 1 11 28 12 
i 6 0 7 1 10 2 
i 5 3 0 2 11 13 
i 19 5 6 0 1 3 
i 40 18 19 5 0 4 
i 20 6 21 7 8 0 
n {0,-1},{1,-1} {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,2},{1,1} 
i 0 7 8 1 9 27 
i 3 0 1 2 10 28 
i 4 5 0 3 1 11 
i 5 6 7 0 8 10 
i 17 18 5 4 0 2 
i 39 40 19 18 6 0 
i 0 3 4 5 17 39 
i 7 0 5 6 18 40 
i 8 1 0 7 5 19 
i 1 2 3 0 4 18 
i 9 10 1 8 0 6 
i 27 28 11 10 2 0 
i 0 7 6 5 19 39 
i 3 0 5 4 18 38 
i 2 1 0 3 5 17 
i 1 8 7 0 6 18 
i 11 10 1 2 0 4 
i 27 26 9 10 8 0 
i 0 3 2 1 11 27 
i 7 0 1 8 10 26 
i 6 5 0 7 1 9 
i 5 4 3 0 2 10 
i 19 18 5 6 0 8 
i 39 38 17 18 4 0 
n {-1,0},{0,-1} {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,2},{1,1} 
i 0 6 22 7 23 9 
i 2 0 8 1 9 27 
i 14 4 0 3 1 11 
i 3 5 7 0 8 10 
i 15 17 5 4 0 2 
i 17 39 19 18 6 0 
i 0 2 14 3 15 17 
i 6 0 4 5 17 39 
i 22 8 0 7 5 19 
i 7 1 3 0 4 18 
i 23 9 1 8 0 6 
i 9 27 11 10 2 0 
i 0 8 22 7 21 19 
i 4 0 6 5 19 39 
i 14 2 0 3 5 17 
i 3 1 7 0 6 18 
i 13 11 1 2 0 4 
i 11 27 9 10 8 0 
i 0 4 14 3 13 11 
i 8 0 2 1 11 27 
i 22 6 0 7 1 9 
i 7 5 3 0 2 10 
i 21 19 5 6 0 8 
i 19 39 17 18 4 0 
n {0,-1},{1,-2} {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,2},{1,1} 
i 0 6 8 1 9 27 
i 2 0 10 11 27 53 
i 4 18 0 3 1 11 
i 5 19 7 0 8 10 
i 17 39 5 4 0 2 
i 39 69 19 18 6 0 
i 0 8 6 5 19 39 
i 4 0 18 17 39 67 
i 2 10 0 3 5 17 
i 1 9 7 0 6 18 
i 11 27 1 2 0 4 
i 27 51 9 10 8 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,2},{1,1} {0,2},{1,2} 
i 0 8 1 9 27 26 
i 4 0 3 1 11 10 
i 5 7 0 8 10 9 
i 17 5 4 0 2 1 
i 39 19 18 6 0 7 
i 38 18 17 5 3 0 
i 0 4 5 17 39 38 
i 8 0 7 5 19 18 
i 1 3 0 4 18 17 
i 9 1 8 0 6 5 
i 27 11 10 2 0 3 
i 26 10 9 1 7 0 
i 0 6 5 19 39 40 
i 2 0 3 5 17 18 
i 1 7 0 6 18 19 
i 11 1 2 0 4 5 
i 27 9 10 8 0 7 
i 28 10 11 1 3 0 
i 0 2 1 11 27 28 
i 6 0 7 1 9 10 
i 5 3 0 2 10 11 
i 19 5 6 0 8 1 
i 39 17 18 4 0 3 
i 40 18 19 5 7 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,2},{1,1} {0,2},{1,3} 
i 0 8 1 9 27 51 
i 4 0 3 1 11 27 
i 5 7 0 8 10 26 
i 17 5 4 0 2 10 
i 39 19 18 6 0 8 
i 67 39 38 18 4 0 
i 0 4 5 17 39 67 
i 8 0 7 5 19 39 
i 1 3 0 4 18 38 
i 9 1 8 0 6 18 
i 27 11 10 2 0 4 
i 51 27 26 10 8 0 
i 0 6 5 19 39 69 
i 2 0 3 5 17 39 
i 1 7 0 6 18 40 
i 11 1 2 0 4 18 
i 27 9 10 8 0 6 
i 53 27 28 10 2 0 
i 0 2 1 11 27 53 
i 6 0 7 1 9 27 
i 5 3 0 2 10 28 
i 19 5 6 0 8 10 
i 39 17 18 4 0 2 
i 69 39 40 18 6 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,2},{0,3} {0,2},{1,1} 
i 0 8 1 9 27 52 
i 4 0 3 1 11 28 
i 5 7 0 8 10 27 
i 17 5 4 0 2 11 
i 39 19 18 6 0 1 
i 68 40 39 19 5 0 
i 0 4 5 17 39 68 
i 8 0 7 5 19 40 
i 1 3 0 4 18 39 
i 9 1 8 0 6 19 
i 27 11 10 2 0 5 
i 52 28 27 11 1 0 
i 0 6 5 19 39 68 
i 2 0 3 5 17 38 
i 1 7 0 6 18 39 
i 11 1 2 0 4 17 
i 27 9 10 8 0 5 
i 52 26 27 9 1 0 
i 0 2 1 11 27 52 
i 6 0 7 1 9 26 
i 5 3 0 2 10 27 
i 19 5 6 0 8 9 
i 39 17 18 4 0 1 
i 68 38 39 17 5 0 
n {-1,3},{0,2} {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,2},{1,1} 
i 0 6 69 41 40 20 
i 2 0 39 19 18 6 
i 53 27 0 8 1 9 
i 29 11 4 0 3 1 
i 28 10 5 7 0 8 
i 12 2 17 5 4 0 
i 0 2 53 29 28 12 
i 6 0 27 11 10 2 
i 69 39 0 4 5 17 
i 41 19 8 0 7 5 
i 40 18 1 3 0 4 
i 20 6 9 1 8 0 
i 0 8 51 25 26 24 
i 4 0 27 9 10 8 
i 67 39 0 6 5 19 
i 37 17 2 0 3 5 
i 38 18 1 7 0 6 
i 16 4 11 1 2 0 
i 0 4 67 37 38 16 
i 8 0 39 17 18 4 
i 51 27 0 2 1 11 
i 25 9 6 0 7 1 
i 26 10 5 3 0 2 
i 24 8 19 5 6 0 
n {-1,2},{0,2} {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,2},{1,1} 
i 0 7 40 20 19 21 
i 3 0 39 19 18 6 
i 28 27 0 8 1 9 
i 12 11 4 0 3 1 
i 11 10 5 7 0 8 
i 13 2 17 5 4 0 
i 0 3 28 12 11 13 
i 7 0 27 11 10 2 
i 40 39 0 4 5 17 
i 20 19 8 0 7 5 
i 19 18 1 3 0 4 
i 21 6 9 1 8 0 
i 0 7 26 24 9 23 
i 3 0 27 9 10 8 
i 38 39 0 6 5 19 
i 16 17 2 0 3 5 
i 17 18 1 7 0 6 
i 15 4 11 1 2 0 
i 0 3 38 16 17 15 
i 7 0 39 17 18 4 
i 26 27 0 2 1 11 
i 24 9 6 0 7 1 
i 9 10 5 3 0 2 
i 23 8 19 5 6 0 
n {-1,1},{0,2} {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,2},{1,1} 
i 0 8 19 21 6 22 
i 4 0 39 19 18 6 
i 11 27 0 8 1 9 
i 13 11 4 0 3 1 
i 2 10 5 7 0 8 
i 14 2 17 5 4 0 
i 0 4 11 13 2 14 
i 8 0 27 11 10 2 
i 19 39 0 4 5 17 
i 21 19 8 0 7 5 
i 6 18 1 3 0 4 
i 22 6 9 1 8 0 
i 0 6 9 23 8 22 
i 2 0 27 9 10 8 
i 17 39 0 6 5 19 
i 15 17 2 0 3 5 
i 4 18 1 7 0 6 
i 14 4 11 1 2 0 
i 0 2 17 15 4 14 
i 6 0 39 17 18 4 
i 9 27 0 2 1 11 
i 23 9 6 0 7 1 
i 8 10 5 3 0 2 
i 22 8 19 5 6 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,1},{0,2} {0,2},{1,1} 
i 0 8 1 9 10 27 
i 4 0 3 1 2 11 
i 5 7 0 8 1 10 
i 17 5 4 0 3 2 
i 18 6 5 7 0 1 
i 39 19 18 6 5 0 
i 0 4 5 17 18 39 
i 8 0 7 5 6 19 
i 1 3 0 4 5 18 
i 9 1 8 0 7 6 
i 10 2 1 3 0 5 
i 27 11 10 2 1 0 
i 0 6 5 19 18 39 
i 2 0 3 5 4 17 
i 1 7 0 6 5 18 
i 11 1 2 0 3 4 
i 10 8 1 7 0 5 
i 27 9 10 8 1 0 
i 0 2 1 11 10 27 
i 6 0 7 1 8 9 
i 5 3 0 2 1 10 
i 19 5 6 0 7 8 
i 18 4 5 3 0 1 
i 39 17 18 4 5 0 
n {0,-1},{1,-1} {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,1},{1,1} 
i 0 7 8 1 9 10 
i 3 0 1 2 10 11 
i 4 5 0 3 1 2 
i 5 6 7 0 8 1 
i 17 18 5 4 0 3 
i 18 19 6 5 7 0 
i 0 7 6 5 19 18 
i 3 0 5 4 18 17 
i 2 1 0 3 5 4 
i 1 8 7 0 6 5 
i 11 10 1 2 0 3 
i 10 9 8 1 7 0 
n {-1,0},{0,-1} {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,1},{1,1} 
i 0 6 22 7 23 8 
i 2 0 8 1 9 10 
i 14 4 0 3 1 2 
i 3 5 7 0 8 1 
i 15 17 5 4 0 3 
i 4 18 6 5 7 0 
i 0 2 14 3 15 4 
i 6 0 4 5 17 18 
i 22 8 0 7 5 6 
i 7 1 3 0 4 5 
i 23 9 1 8 0 7 
i 8 10 2 1 3 0 
i 0 8 22 7 21 6 
i 4 0 6 5 19 18 
i 14 2 0 3 5 4 
i 3 1 7 0 6 5 
i 13 11 1 2 0 3 
i 2 10 8 1 7 0 
i 0 4 14 3 13 2 
i 8 0 2 1 11 10 
i 22 6 0 7 1 8 
i 7 5 3 0 2 1 
i 21 19 5 6 0 7 
i 6 18 4 5 3 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,1},{1,1} {0,1},{1,2} 
i 0 8 1 9 10 26 
i 4 0 3 1 2 10 
i 5 7 0 8 1 9 
i 17 5 4 0 3 1 
i 18 6 5 7 0 8 
i 38 18 17 5 4 0 
i 0 6 5 19 18 40 
i 2 0 3 5 4 18 
i 1 7 0 6 5 19 
i 11 1 2 0 3 5 
i 10 8 1 7 0 6 
i 28 10 11 1 2 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,1},{0,2} {0,1},{1,1} 
i 0 8 1 9 10 27 
i 4 0 3 1 2 11 
i 5 7 0 8 1 10 
i 17 5 4 0 3 2 
i 18 6 5 7 0 1 
i 39 19 18 6 5 0 
i 0 4 5 17 18 39 
i 8 0 7 5 6 19 
i 1 3 0 4 5 18 
i 9 1 8 0 7 6 
i 10 2 1 3 0 5 
i 27 11 10 2 1 0 
i 0 6 5 19 18 39 
i 2 0 3 5 4 17 
i 1 7 0 6 5 18 
i 11 1 2 0 3 4 
i 10 8 1 7 0 5 
i 27 9 10 8 1 0 
i 0 2 1 11 10 27 
i 6 0 7 1 8 9 
i 5 3 0 2 1 10 
i 19 5 6 0 7 8 
i 18 4 5 3 0 1 
i 39 17 18 4 5 0 
n {-1,2},{0,1} {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {0,1},{1,1} 
i 0 6 40 20 19 21 
i 2 0 18 6 5 7 
i 28 10 0 8 1 9 
i 12 2 4 0 3 1 
i 11 1 5 7 0 8 
i 13 3 17 5 4 0 
i 0 2 28 12 11 13 
i 6 0 10 2 1 3 
i 40 18 0 4 5 17 
i 20 6 8 0 7 5 
i 19 5 1 3 0 4 
i 21 7 9 1 8 0 
i 0 8 26 24 9 23 
i 4 0 10 8 1 7 
i 38 18 0 6 5 19 
i 16 4 2 0 3 5 
i 17 5 1 7 0 6 
i 15 3 11 1 2 0 
i 0 4 38 16 17 15 
i 8 0 18 4 5 3 
i 26 10 0 2 1 11 
i 24 8 6 0 7 1 
i 9 1 5 3 0 2 
i 23 7 19 5 6 0 
n {-1,0},{0,-1} {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {1,1},{2,0} 
i 0 6 22 7 23 45 
i 2 0 8 1 9 23 
i 14 4 0 3 1 7 
i 3 5 7 0 8 22 
i 15 17 5 4 0 6 
i 33 15 3 14 2 0 
i 0 8 22 7 21 45 
i 4 0 6 5 19 21 
i 14 2 0 3 5 7 
i 3 1 7 0 6 22 
i 13 11 1 2 0 8 
i 33 13 3 14 4 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {1,1},{2,0} {2,0},{3,0} 
i 0 8 1 9 23 46 
i 4 0 3 1 7 22 
i 5 7 0 8 22 45 
i 17 5 4 0 6 21 
i 15 3 14 2 0 7 
i 34 14 33 13 3 0 
i 0 4 5 17 15 34 
i 8 0 7 5 3 14 
i 1 3 0 4 14 33 
i 9 1 8 0 2 13 
i 23 7 22 6 0 3 
i 46 22 45 21 7 0 
i 0 6 5 19 21 44 
i 2 0 3 5 7 22 
i 1 7 0 6 22 45 
i 11 1 2 0 8 23 
i 13 3 14 4 0 7 
i 32 14 33 15 3 0 
i 0 2 1 11 13 32 
i 6 0 7 1 3 14 
i 5 3 0 2 14 33 
i 19 5 6 0 4 15 
i 21 7 22 8 0 3 
i 44 22 45 23 7 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {1,1},{2,0} {2,0},{3,1} 
i 0 8 1 9 23 47 
i 4 0 3 1 7 23 
i 5 7 0 8 22 46 
i 17 5 4 0 6 22 
i 15 3 14 2 0 8 
i 35 15 34 14 4 0 
i 0 4 5 17 15 35 
i 8 0 7 5 3 15 
i 1 3 0 4 14 34 
i 9 1 8 0 2 14 
i 23 7 22 6 0 4 
i 47 23 46 22 8 0 
i 0 6 5 19 21 43 
i 2 0 3 5 7 21 
i 1 7 0 6 22 44 
i 11 1 2 0 8 22 
i 13 3 14 4 0 6 
i 31 13 32 14 2 0 
i 0 2 1 11 13 31 
i 6 0 7 1 3 13 
i 5 3 0 2 14 32 
i 19 5 6 0 4 14 
i 21 7 22 8 0 2 
i 43 21 44 22 6 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {1,1},{2,0} {2,0},{2,1} 
i 0 8 1 9 23 24 
i 4 0 3 1 7 8 
i 5 7 0 8 22 23 
i 17 5 4 0 6 7 
i 15 3 14 2 0 1 
i 16 4 15 3 5 0 
i 0 4 5 17 15 16 
i 8 0 7 5 3 4 
i 1 3 0 4 14 15 
i 9 1 8 0 2 3 
i 23 7 22 6 0 5 
i 24 8 23 7 1 0 
i 0 6 5 19 21 20 
i 2 0 3 5 7 6 
i 1 7 0 6 22 21 
i 11 1 2 0 8 7 
i 13 3 14 4 0 5 
i 12 2 13 3 1 0 
i 0 2 1 11 13 12 
i 6 0 7 1 3 2 
i 5 3 0 2 14 13 
i 19 5 6 0 4 3 
i 21 7 22 8 0 1 
i 20 6 21 7 5 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {1,-1},{2,0} {1,1},{2,0} 
i 0 8 1 9 7 23 
i 4 0 3 1 5 7 
i 5 7 0 8 6 22 
i 17 5 4 0 18 6 
i 3 1 2 10 0 8 
i 15 3 14 2 4 0 
i 0 4 5 17 3 15 
i 8 0 7 5 1 3 
i 1 3 0 4 2 14 
i 9 1 8 0 10 2 
i 7 5 6 18 0 4 
i 23 7 22 6 8 0 
i 0 6 5 19 7 21 
i 2 0 3 5 1 7 
i 1 7 0 6 8 22 
i 11 1 2 0 10 8 
i 3 5 4 18 0 6 
i 13 3 14 4 2 0 
i 0 2 1 11 3 13 
i 6 0 7 1 5 3 
i 5 3 0 2 4 14 
i 19 5 6 0 18 4 
i 7 1 8 10 0 2 
i 21 7 22 8 6 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {1,1},{2,0} {2,-1},{2,0} 
i 0 8 1 9 23 22 
i 4 0 3 1 7 6 
i 5 7 0 8 22 21 
i 17 5 4 0 6 19 
i 15 3 14 2 0 5 
i 14 2 13 11 1 0 
i 0 4 5 17 15 14 
i 8 0 7 5 3 2 
i 1 3 0 4 14 13 
i 9 1 8 0 2 11 
i 23 7 22 6 0 1 
i 22 6 21 19 5 0 
i 0 6 5 19 21 22 
i 2 0 3 5 7 8 
i 1 7 0 6 22 23 
i 11 1 2 0 8 9 
i 13 3 14 4 0 1 
i 14 4 15 17 5 0 
i 0 2 1 11 13 14 
i 6 0 7 1 3 4 
i 5 3 0 2 14 15 
i 19 5 6 0 4 17 
i 21 7 22 8 0 5 
i 22 8 23 9 1 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {1,1},{2,0} {2,0},{3,-1} 
i 0 8 1 9 23 45 
i 4 0 3 1 7 21 
i 5 7 0 8 22 44 
i 17 5 4 0 6 20 
i 15 3 14 2 0 6 
i 33 13 32 12 2 0 
i 0 4 5 17 15 33 
i 8 0 7 5 3 13 
i 1 3 0 4 14 32 
i 9 1 8 0 2 12 
i 23 7 22 6 0 2 
i 45 21 44 20 6 0 
i 0 6 5 19 21 45 
i 2 0 3 5 7 23 
i 1 7 0 6 22 46 
i 11 1 2 0 8 24 
i 13 3 14 4 0 8 
i 33 15 34 16 4 0 
i 0 2 1 11 13 33 
i 6 0 7 1 3 15 
i 5 3 0 2 14 34 
i 19 5 6 0 4 16 
i 21 7 22 8 0 4 
i 45 23 46 24 8 0 
n {0,0},{0,1} {0,0},{1,0} {0,0},{1,1} {1,-1},{1,0} {1,-1},{1,0} 
i 0 1 7 8 6 
i 5 0 6 7 19 
i 3 2 0 1 5 
i 4 3 5 0 18 
i 2 11 1 10 0 
i 0 5 3 4 2 
i 1 0 2 3 11 
i 7 6 0 5 1 
i 8 7 1 0 10 
i 6 19 5 18 0 
i 0 5 7 6 8 
i 1 0 8 7 9 
i 3 4 0 5 1 
i 2 3 1 0 10 
i 4 17 5 18 0 
i 0 1 3 2 4 
i 5 0 4 3 17 
i 7 8 0 1 5 
i 6 7 5 0 18 
i 8 9 1 10 0 
n {-1,1},{0,0} {0,0},{1,0} {0,0},{1,1} {1,-1},{1,0} {1,-1},{1,0} 
i 0 6 21 22 20 
i 2 0 7 8 6 
i 13 3 0 1 5 
i 14 4 5 0 18 
i 12 2 1 10 0 
i 0 2 13 14 12 
i 6 0 3 4 2 
i 21 7 0 5 1 
i 22 8 1 0 10 
i 20 6 5 18 0 
i 0 8 23 22 24 
i 4 0 7 6 8 
i 15 3 0 5 1 
i 14 2 1 0 10 
i 16 4 5 18 0 
i 0 4 15 14 16 
i 8 0 3 2 4 
i 23 7 0 1 5 
i 22 6 5 0 18 
i 24 8 1 10 0 
n {-1,0},{0,0} {0,0},{1,0} {0,0},{1,1} {1,-1},{1,0} {1,-1},{1,0} 
i 0 7 22 23 21 
i 3 0 7 8 6 
i 14 3 0 1 5 
i 15 4 5 0 18 
i 13 2 1 10 0 
i 0 3 14 15 13 
i 7 0 3 4 2 
i 22 7 0 5 1 
i 23 8 1 0 10 
i 21 6 5 18 0 
i 0 7 22 21 23 
i 3 0 7 6 8 
i 14 3 0 5 1 
i 13 2 1 0 10 
i 15 4 5 18 0 
i 0 3 14 13 15 
i 7 0 3 2 4 
i 22 7 0 1 5 
i 21 6 5 0 18 
i 23 8 1 10 0 
n {-1,-1},{0,0} {0,0},{1,0} {0,0},{1,1} {1,-1},{1,0} {1,-1},{1,0} 
i 0 8 23 24 22 
i 4 0 7 8 6 
i 15 3 0 1 5 
i 16 4 5 0 18 
i 14 2 1 10 0 
i 0 4 15 16 14 
i 8 0 3 4 2 
i 23 7 0 5 1 
i 24 8 1 0 10 
i 22 6 5 18 0 
i 0 6 21 20 22 
i 2 0 7 6 8 
i 13 3 0 5 1 
i 12 2 1 0 10 
i 14 4 5 18 0 
i 0 2 13 12 14 
i 6 0 3 2 4 
i 21 7 0 1 5 
i 20 6 5 0 18 
i 22 8 1 10 0 
n {0,-1},{0,0} {0,0},{1,0} {0,0},{1,1} {1,-1},{1,0} {1,-1},{1,0} 
i 0 1 8 9 7 
i 5 0 7 8 6 
i 4 3 0 1 5 
i 17 4 5 0 18 
i 3 2 1 10 0 
i 0 5 4 17 3 
i 1 0 3 4 2 
i 8 7 0 5 1 
i 9 8 1 0 10 
i 7 6 5 18 0 
i 0 5 6 19 7 
i 1 0 7 6 8 
i 2 3 0 5 1 
i 11 2 1 0 10 
i 3 4 5 18 0 
i 0 1 2 11 3 
i 5 0 3 2 4 
i 6 7 0 1 5 
i 19 6 5 0 18 
i 7 8 1 10 0 
n {0,0},{1,0} {0,0},{1,1} {1,-1},{1,0} {1,-1},{1,0} {1,0},{2,0} 
i 0 7 8 6 22 
i 3 0 1 5 7 
i 4 5 0 18 6 
i 2 1 10 0 8 
i 14 3 2 4 0 
i 0 3 4 2 14 
i 7 0 5 1 3 
i 8 1 0 10 2 
i 6 5 18 0 4 
i 22 7 6 8 0 
i 0 7 6 8 22 
i 3 0 5 1 7 
i 2 1 0 10 8 
i 4 5 18 0 6 
i 14 3 4 2 0 
i 0 3 2 4 14 
i 7 0 1 5 3 
i 6 5 0 18 4 
i 8 1 10 0 2 
i 22 7 8 6 0 
n {0,0},{1,0} {0,0},{1,1} {1,-1},{1,0} {1,-1},{1,0} {1,0},{2,1} 
i 0 7 8 6 23 
i 3 0 1 5 8 
i 4 5 0 18 7 
i 2 1 10 0 9 
i 15 4 3 17 0 
i 0 3 4 2 15 
i 7 0 5 1 4 
i 8 1 0 10 3 
i 6 5 18 0 17 
i 23 8 7 9 0 
i 0 7 6 8 21 
i 3 0 5 1 6 
i 2 1 0 10 7 
i 4 5 18 0 19 
i 13 2 3 11 0 
i 0 3 2 4 13 
i 7 0 1 5 2 
i 6 5 0 18 3 
i 8 1 10 0 11 
i 21 6 7 19 0 
n {0,0},{1,0} {0,0},{1,1} {0,1},{1,0} {1,-1},{1,0} {1,-1},{1,0} 
i 0 7 8 1 6 
i 3 0 1 2 5 
i 4 5 0 3 18 
i 5 6 7 0 19 
i 2 1 10 11 0 
i 0 3 4 5 2 
i 7 0 5 6 1 
i 8 1 0 7 10 
i 1 2 3 0 11 
i 6 5 18 19 0 
i 0 7 6 5 8 
i 3 0 5 4 1 
i 2 1 0 3 10 
i 1 8 7 0 9 
i 4 5 18 17 0 
i 0 3 2 1 4 
i 7 0 1 8 5 
i 6 5 0 7 18 
i 5 4 3 0 17 
i 8 1 10 9 0 
n {0,-1},{1,0} {0,0},{1,0} {0,0},{1,1} {1,-1},{1,0} {1,-1},{1,0} 
i 0 8 1 9 7 
i 4 0 3 1 5 
i 5 7 0 8 6 
i 17 5 4 0 18 
i 3 1 2 10 0 
i 0 4 5 17 3 
i 8 0 7 5 1 
i 1 3 0 4 2 
i 9 1 8 0 10 
i 7 5 6 18 0 
i 0 6 5 19 7 
i 2 0 3 5 1 
i 1 7 0 6 8 
i 11 1 2 0 10 
i 3 5 4 18 0 
i 0 2 1 11 3 
i 6 0 7 1 5 
i 5 3 0 2 4 
i 19 5 6 0 18 
i 7 1 8 10 0 
n {0,0},{1,0} {0,0},{1,1} {1,-1},{1,0} {1,-1},{1,0} {1,0},{2,-1} 
i 0 7 8 6 21 
i 3 0 1 5 6 
i 4 5 0 18 19 
i 2 1 10 0 7 
i 13 2 11 3 0 
i 0 3 4 2 13 
i 7 0 5 1 2 
i 8 1 0 10 11 
i 6 5 18 0 3 
i 21 6 19 7 0 
i 0 7 6 8 23 
i 3 0 5 1 8 
i 2 1 0 10 9 
i 4 5 18 0 7 
i 15 4 17 3 0 
i 0 3 2 4 15 
i 7 0 1 5 4 
i 6 5 0 18 17 
i 8 1 10 0 3 
i 23 8 9 7 0 
n {0,0},{1,0} {0,0},{1,1} {1,-1},{1,0} {1,-1},{2,-1} {1,1},{2,1} 
i 0 7 8 6 21 23 
i 3 0 1 5 6 8 
i 4 5 0 18 19 7 
i 2 1 10 0 7 9 
i 13 2 11 3 0 10 
i 15 4 3 17 18 0 
i 0 3 4 2 13 15 
i 7 0 5 1 2 4 
i 8 1 0 10 11 3 
i 6 5 18 0 3 17 
i 21 6 19 7 0 18 
i 23 8 7 9 10 0 
i 0 7 6 8 23 21 
i 3 0 5 1 8 6 
i 2 1 0 10 9 7 
i 4 5 18 0 7 19 
i 15 4 17 3 0 18 
i 13 2 3 11 10 0 
i 0 3 2 4 15 13 
i 7 0 1 5 4 2 
